Price,Size,Zip_Code,Type_Property,Status_Property,Status_Rent,City
330000,44029,KT1 3DX,Apartment,Old,Rented,Rio de Janeiro
410000,44033,BR5 4EG,House With Backyard,Old,Empty,Ipatinga
322500,44008,KT1 3DX,Apartment,Old,Rented,Rio de Janeiro
187500,43997,KT5 9AG,Apartment,Old,Empty,Rio de Janeiro
567000,44007,CR2 6EP,Penthouse Apartment,Old,Empty,Ipatinga
325000,44015,SE19 2QJ,Apartment,Old,Rented,Natal
370000,44021,SW19 3TJ,Apartment,Old,Rented,Natal
299999,44022,CR0 5NL,Apartment,Old,Rented,Fortaleza
690000,44019,BR3 3GL,Apartment,Old,Rented,Teresina
500000,44013,BR6 0HP,Penthouse Apartment,Old,Empty,Ipatinga
570000,44007,BR3 3DJ,Penthouse Apartment,Old,Empty,Teresina
1595000,44029,TW10 7AF,House With Backyard,Old,Empty,Osasco
540000,44015,SM2 5HL,Penthouse Apartment,Old,Empty,Londrina
420000,44043,SW16 4JQ,Penthouse Apartment,Old,Empty,Natal
370000,44015,SE20 8ND,Apartment,Old,Rented,Natal
270000,44020,SM1 3TZ,Apartment,Old,Rented,Londrina
420000,44039,BR3 1NR,Apartment,Old,Rented,Teresina
123750,43987,DA14 6DZ,Apartment,Old,Rented,Ipatinga
360000,44043,BR1 3NY,Apartment,Old,Rented,Belo Horizonte
229000,44030,SM6 0JF,Apartment,Old,Rented,Ipatinga
590000,43977,DA14 5LX,House With Backyard,Old,Empty,Ipatinga
250000,44042,CR0 1BA,Apartment,Old,Rented,Fortaleza
430000,44022,BR3 5NT,Apartment,Old,Rented,Teresina
540000,44011,N19 4DX,Apartment,Old,Rented,Natal
1125000,44018,W2 4ES,Apartment,Old,Rented,Natal
575000,44005,EN4 9BH,Penthouse Apartment,Old,Empty,Recife
410000,43909,UB3 3PA,House without Backyard,Old,Empty,Ipatinga
430000,43973,W8 4AF,Apartment,Old,Rented,Natal
665000,44029,EN5 2QG,House without Backyard,Old,Empty,Recife
460000,43994,NW2 1BD,House without Backyard,Old,Empty,Natal
900000,44043,NW11 6AN,Penthouse Apartment,Old,Empty,Natal
680000,44020,NW8 7BA,Apartment,Old,Rented,Natal
4300000,43893,NW3 2TG,House without Backyard,Old,Empty,Natal
495000,44026,N19 5ER,Apartment,Old,Rented,Natal
3150000,44035,N2 0QH,House With Backyard,Old,Empty,Natal
540000,44008,SW6 5HQ,Apartment,Old,Rented,Natal
400000,44008,UB4 9QH,House without Backyard,Old,Empty,Ipatinga
430000,44019,HA4 7QZ,House without Backyard,Old,Empty,Ipatinga
390000,44013,TW14 0BA,Penthouse Apartment,Old,Empty,Ipatinga
825000,44033,NW4 1TB,Penthouse Apartment,Old,Empty,Natal
400000,44036,N12 8TJ,Apartment,Old,Rented,Natal
220000,43958,SW10 0SN,Apartment,Old,Rented,Natal
580000,44018,NW5 2QY,Apartment,Old,Rented,Natal
400000,43917,NW11 7DT,Apartment,Old,Rented,Natal
2150000,44027,NW11 6QH,House With Backyard,Old,Empty,Natal
1425000,44001,SW10 0AG,Apartment,Old,Rented,Natal
350000,44029,RM12 6ED,House without Backyard,Old,Empty,Santos
760000,44021,N12 7AL,Penthouse Apartment,Old,Empty,Natal
277000,44027,NW6 5NS,Apartment,Old,Rented,Natal
1175000,44022,W14 8HD,Apartment,Old,Rented,Natal
820000,44025,NW6 6AA,Apartment,Old,Rented,Natal
285000,44036,NW6 5NR,Apartment,Old,Rented,Natal
395000,44021,NW3 3LZ,Apartment,Old,Rented,Natal
770000,44019,W4 3DD,Penthouse Apartment,Old,Empty,Natal
380000,44041,UB5 6DB,Penthouse Apartment,Old,Empty,Ipatinga
353000,44008,HA5 4NE,Apartment,Old,Rented,Ipatinga
610000,44026,SE19 3QG,Penthouse Apartment,Old,Empty,Natal
382000,44027,SM1 2PY,Penthouse Apartment,Old,Empty,Londrina
715000,44029,TW2 5EH,Penthouse Apartment,Old,Empty,Belo Horizonte
962301,43997,SE21 8SF,House With Backyard,Old,Empty,Natal
830000,44042,SE12 0HP,House without Backyard,Old,Empty,Natal
460000,44020,BR3 3QS,Penthouse Apartment,Old,Empty,Teresina
360000,44012,DA16 1EB,House without Backyard,Old,Empty,Suzano
570000,44035,BR2 6DE,House With Backyard,Old,Empty,Santos
2485000,44013,SW12 8JL,House With Backyard,Old,Empty,Natal
565000,44036,BR3 4SQ,Penthouse Apartment,Old,Empty,Teresina
680000,44001,SE12 0HP,House without Backyard,Old,Empty,Natal
327000,44020,CR2 0PR,Penthouse Apartment,Old,Empty,Ipatinga
925000,44025,BR3 1HH,House without Backyard,Old,Empty,Teresina
740000,44027,SE7 7JJ,Penthouse Apartment,Old,Empty,Natal
805000,43917,SW16 6NB,Penthouse Apartment,Old,Empty,Natal
510000,44022,SE9 5HR,House without Backyard,Old,Empty,Natal
780000,44014,TW1 4LG,Penthouse Apartment,Old,Empty,Belo Horizonte
1295000,44029,SW15 2DS,Penthouse Apartment,Old,Empty,Natal
445000,44019,BR1 5HE,House With Backyard,Old,Empty,Belo Horizonte
635000,44008,SE23 1PA,Penthouse Apartment,Old,Empty,Natal
1295000,44013,SW2 5RP,Penthouse Apartment,Old,Empty,Natal
435000,43987,SE2 9RY,House without Backyard,Old,Empty,Natal
310000,44005,SE18 1EG,Penthouse Apartment,Old,Empty,Natal
755000,44050,SW18 3PR,House without Backyard,Old,Empty,Natal
365000,43979,BR5 1RJ,Penthouse Apartment,Old,Empty,Ipatinga
425000,44019,BR1 5AS,House without Backyard,Old,Empty,Belo Horizonte
620000,44043,SE4 1RZ,Penthouse Apartment,Old,Empty,Natal
425000,43993,DA5 1JF,House without Backyard,Old,Empty,Santos
545000,44042,DA5 1AW,Penthouse Apartment,Old,Empty,Santos
1030000,44029,SW17 7DG,Penthouse Apartment,Old,Empty,Natal
660000,44012,SW11 6RH,Penthouse Apartment,Old,Empty,Natal
960000,44011,SW15 1LZ,Penthouse Apartment,Old,Empty,Natal
325000,44014,BR5 4AQ,House without Backyard,Old,Empty,Ipatinga
620000,44011,SE12 0TJ,House without Backyard,Old,Empty,Natal
580000,44027,BR6 9XU,House With Backyard,Old,Empty,Ipatinga
275500,44015,DA8 1PH,Penthouse Apartment,Old,Empty,Santos
285000,44008,SM6 0PU,Apartment,Old,Rented,Ipatinga
465000,43998,DA7 4LQ,House without Backyard,Old,Empty,Uberaba
630000,44022,DA5 2BE,House With Backyard,Old,Empty,Santos
430000,44015,BR5 4JQ,House without Backyard,Old,Empty,Ipatinga
610000,44007,SE9 2QA,House without Backyard,Old,Empty,Natal
122700,44028,SM6 9ER,Apartment,Old,Rented,Ipatinga
1142000,44039,DA6 8HN,House With Backyard,Old,Empty,Uberaba
500000,44043,CR4 2BL,Penthouse Apartment,Old,Empty,Rio de Janeiro
530000,44036,BR1 2RY,Penthouse Apartment,Old,Empty,Belo Horizonte
600000,43987,DA15 7LU,House without Backyard,Old,Empty,Ipatinga
350000,44020,SW19 2TA,Penthouse Apartment,Old,Empty,Natal
485000,44029,BR1 3HP,House without Backyard,Old,Empty,Belo Horizonte
645000,44021,CR8 3QA,Apartment,Old,Rented,Ipatinga
305000,44036,BR1 2FQ,Apartment,Old,Rented,Belo Horizonte
345000,44007,BR3 5NP,Apartment,Old,Rented,Teresina
1105000,44034,SW19 3HE,Penthouse Apartment,Old,Empty,Natal
375000,44033,KT9 1BX,House without Backyard,Old,Empty,Belo Horizonte
695000,44008,SE9 2QG,House without Backyard,Old,Empty,Natal
837500,44027,SM5 3ET,House With Backyard,Old,Empty,Ipatinga
260000,43844,CR2 0NT,Apartment,Old,Rented,Ipatinga
362000,44035,SW16 5PL,Apartment,Old,Rented,Natal
283000,44042,SW16 5PL,Apartment,Old,Rented,Natal
325000,44039,SM6 0AG,Apartment,Old,Rented,Ipatinga
383000,44036,KT6 4LU,Apartment,Old,Rented,Rio de Janeiro
426000,44018,SM1 3NU,House without Backyard,Old,Empty,Londrina
525000,44022,SE19 3PL,Apartment,Old,Rented,Natal
650000,44015,BR6 9BF,House without Backyard,Old,Empty,Ipatinga
339000,43992,SE20 8DB,Apartment,Old,Rented,Natal
1145000,44043,BR1 2FD,House With Backyard,Old,Empty,Belo Horizonte
475000,44029,DA16 2HZ,House without Backyard,Old,Empty,Suzano
830000,44013,BR4 0HB,House without Backyard,Old,Empty,Santos
400000,44015,NW9 5ND,Penthouse Apartment,Old,Empty,Natal
370000,44008,W14 0NH,Apartment,Old,Rented,Natal
137000,44013,UB3 5BQ,Apartment,Old,Rented,Ipatinga
300000,44020,TW14 9QJ,Penthouse Apartment,Old,Empty,Ipatinga
420000,44025,UB4 9RE,House With Backyard,Old,Empty,Ipatinga
522000,44022,RM5 3UD,House without Backyard,Old,Empty,Canoas
400000,44015,UB8 3RB,House without Backyard,Old,Empty,Belo Horizonte
175000,44043,UB10 0AF,Apartment,Old,Rented,Belo Horizonte
517000,44022,UB2 5SY,House without Backyard,Old,Empty,Ipatinga
277950,44021,UB5 4AG,Apartment,Old,Rented,Ipatinga
610000,43994,W9 3EX,Apartment,Old,Rented,Natal
940000,44012,HA7 3NS,House without Backyard,Old,Empty,Santos
170000,44035,NW2 6QS,Apartment,Old,Rented,Natal
625000,44027,EN4 8BD,House without Backyard,Old,Empty,Recife
1375000,44043,RM11 3LP,House With Backyard,Old,Empty,Santos
525500,44025,W1H 5HH,Apartment,Old,Rented,Natal
1040000,44036,SW7 4JZ,Apartment,Old,Rented,Natal
150000,43943,HA8 8SF,Apartment,Old,Rented,Belo Horizonte
190000,44033,W3 6EX,Apartment,Old,Rented,Natal
130000,44012,W3 7HY,Apartment,Old,Rented,Natal
432500,44041,W13 9SS,Apartment,Old,Rented,Natal
1085000,44015,W10 5LW,Penthouse Apartment,Old,Empty,Natal
300000,44040,E15 3QW,Apartment,Old,Empty,Natal
540000,43958,W14 9BG,Apartment,Old,Rented,Natal
420000,44018,N19 4EH,Apartment,Old,Rented,Natal
5000000,44022,N2 0TP,House With Backyard,Old,Empty,Natal
150000,43994,SW3 2RE,Apartment,Old,Rented,Natal
1875000,44028,N1 4JE,House without Backyard,Old,Empty,Natal
725000,44036,E17 8PL,Penthouse Apartment,Old,Empty,Natal
722000,44011,N1 2LL,Apartment,Old,Rented,Natal
600000,44036,NW1 5SD,Apartment,Old,Rented,Natal
1204999,44022,W6 8NJ,Penthouse Apartment,Old,Empty,Natal
170000,43997,NW10 9AL,Apartment,Old,Rented,Natal
570000,44015,BR3 4HP,House without Backyard,Old,Empty,Teresina
1365000,44015,SW18 5BJ,Penthouse Apartment,Old,Empty,Natal
1500000,44022,SW11 6JX,Penthouse Apartment,Old,Empty,Natal
580000,44014,CR5 2HB,House without Backyard,Old,Empty,Linhares
980000,44022,SW16 1RD,House without Backyard,Old,Empty,Natal
349950,44025,BR7 6DG,House without Backyard,Old,Empty,Santos
370000,43993,TN16 3BL,Penthouse Apartment,Old,Empty,Ipatinga
1600000,44042,SW18 2QF,Penthouse Apartment,Old,Empty,Natal
725000,44013,SW12 9JS,Penthouse Apartment,Old,Empty,Natal
387995,44011,DA15 8HX,Penthouse Apartment,Old,Empty,Ipatinga
1080000,44020,TW1 4HD,House without Backyard,Old,Empty,Belo Horizonte
578000,44026,SE18 2RT,Penthouse Apartment,Old,Empty,Natal
1085000,44032,SW14 8DX,Penthouse Apartment,Old,Empty,Natal
430000,43913,SW12 8QX,Apartment,Old,Rented,Natal
625000,44027,SW11 5BX,House without Backyard,Old,Empty,Natal
330000,44013,SM1 4RJ,Penthouse Apartment,Old,Rented,Londrina
515000,43980,SM1 3JA,Penthouse Apartment,Old,Empty,Londrina
520000,44036,BR4 9ER,House without Backyard,Old,Empty,Santos
1137500,44036,SW17 7PR,Penthouse Apartment,Old,Empty,Natal
415000,44043,SM4 6HL,Penthouse Apartment,Old,Empty,Santos
780000,44022,SW17 0JN,Penthouse Apartment,Old,Empty,Natal
750000,44000,DA14 4ER,House without Backyard,Old,Empty,Ipatinga
1300000,44036,SW18 3QU,Penthouse Apartment,Old,Empty,Natal
995000,44033,TW9 2AH,Penthouse Apartment,Old,Empty,Osasco
505500,44029,BR3 4QR,Penthouse Apartment,Old,Empty,Teresina
632000,44020,BR1 3DX,House without Backyard,Old,Empty,Belo Horizonte
1315000,44036,SW4 8QT,Penthouse Apartment,Old,Empty,Natal
735000,44005,SE4 1DU,Penthouse Apartment,Old,Empty,Natal
440000,44011,BR2 8EF,Penthouse Apartment,Old,Empty,Belo Horizonte
943500,43997,TW10 6DP,Penthouse Apartment,Old,Empty,Osasco
1332000,44018,SW18 3SZ,Penthouse Apartment,Old,Empty,Natal
430000,43966,BR3 1RY,Penthouse Apartment,Old,Empty,Teresina
435000,44040,DA5 3JE,House without Backyard,Old,Empty,Santos
1040000,44036,KT2 6SD,House without Backyard,Old,Empty,Rio de Janeiro
300000,44015,BR3 4SZ,Apartment,Old,Rented,Teresina
180000,43917,DA15 9PF,Apartment,Old,Rented,Ipatinga
410000,44041,SW19 2BF,Apartment,Old,Rented,Natal
310000,44050,SW19 2BF,Apartment,Old,Rented,Natal
365000,44013,DA15 7JP,Apartment,Old,Rented,Ipatinga
302500,44032,SE20 8JL,Apartment,Old,Rented,Natal
900000,44015,CR8 3HR,House without Backyard,Old,Empty,Ipatinga
588000,43994,BR2 6HU,Apartment,Old,Rented,Santos
467000,44025,SE20 8ND,Apartment,Old,Rented,Natal
292500,43999,KT6 5AA,Apartment,Old,Rented,Rio de Janeiro
380000,44007,DA15 8HW,Penthouse Apartment,Old,Empty,Ipatinga
320000,44013,CR8 5DY,Apartment,Old,Rented,Ipatinga
210000,44015,SE25 4DZ,Apartment,Old,Rented,Natal
315000,43985,CR2 7AX,Apartment,Old,Rented,Ipatinga
450000,44012,SW20 8AW,Apartment,Old,Rented,Natal
191000,44036,SM3 8QB,Apartment,Old,Rented,Londrina
247000,44027,CR2 7DN,Apartment,Old,Rented,Ipatinga
420000,44021,SW19 4RA,Apartment,Old,Rented,Natal
270500,44036,CR0 4HA,Penthouse Apartment,Old,Empty,Fortaleza
650000,44026,SE27 9PY,Penthouse Apartment,Old,Empty,Natal
136000,44012,SM1 2GB,Apartment,Old,Rented,Londrina
944000,44001,BR1 2GD,House With Backyard,Old,Empty,Belo Horizonte
557500,43999,BR6 8EB,House without Backyard,Old,Empty,Ipatinga
367500,44022,CR0 9HT,Penthouse Apartment,Old,Empty,Fortaleza
2975000,43980,SW19 7DP,House without Backyard,Old,Empty,Natal
260000,44008,DA6 8AE,Apartment,Old,Rented,Uberaba
245000,44008,SM6 7JJ,Apartment,Old,Rented,Ipatinga
265000,43994,BR1 3JX,Apartment,Old,Rented,Belo Horizonte
475000,44015,BR3 6PZ,Apartment,Old,Rented,Teresina
295000,44001,DA14 6QL,Apartment,Old,Rented,Ipatinga
462500,44026,SW20 8QB,Apartment,Old,Rented,Natal
286250,44006,TN16 3GD,Apartment,Old,Rented,Ipatinga
1025000,43938,W2 3EA,Apartment,Old,Rented,Natal
680000,44008,EN4 9DN,House without Backyard,Old,Empty,Recife
545000,44015,W14 9BG,Apartment,Old,Rented,Natal
825000,44022,NW1 5RS,Apartment,Old,Rented,Natal
590000,44050,NW6 2NT,Apartment,Old,Rented,Natal
710000,44034,SW6 3UE,Apartment,Old,Rented,Natal
125000,44022,HA1 3RR,Apartment,Old,Rented,Rio de Janeiro
1035000,44014,W2 2RN,Apartment,Old,Rented,Natal
365000,43978,SW1P 4BQ,Apartment,Old,Rented,Natal
355000,43951,SW3 3DU,Apartment,Old,Rented,Natal
680000,44000,NW6 2RA,Apartment,Old,Rented,Natal
458000,44034,E17 5AB,Penthouse Apartment,Old,Empty,Natal
1615000,44019,NW11 6NN,House without Backyard,Old,Empty,Natal
520000,44046,N3 2DB,Penthouse Apartment,Old,Empty,Natal
570000,44034,E7 8PR,Penthouse Apartment,Old,Empty,Natal
590000,44026,NW1 9RE,Apartment,Old,Rented,Natal
560000,44020,W11 1NL,Apartment,Old,Rented,Natal
755000,44019,HA2 6BY,Penthouse Apartment,Old,Empty,Rio de Janeiro
600000,44032,HA1 4BU,Penthouse Apartment,Old,Empty,Rio de Janeiro
793000,44027,SW5 0PL,Apartment,Old,Rented,Natal
499950,44022,HA0 4UN,Penthouse Apartment,Old,Empty,Rio de Janeiro
1550000,44026,W2 5DL,Apartment,Old,Rented,Natal
475000,44015,N7 9DD,Apartment,Old,Rented,Natal
1060000,44019,N1 3LL,Penthouse Apartment,Old,Rented,Natal
567500,44015,SW1V 2TH,Apartment,Old,Rented,Natal
465000,44022,NW6 1XJ,Apartment,Old,Rented,Natal
660000,44012,SW1V 4QQ,Apartment,Old,Rented,Natal
320000,44042,RM12 5PB,Penthouse Apartment,Old,Empty,Santos
435000,44021,EN5 4HP,Penthouse Apartment,Old,Empty,Recife
700000,44033,N7 9SE,Apartment,Old,Rented,Natal
525000,43943,N19 5UB,Apartment,Old,Rented,Natal
315000,44019,HA3 7AP,Apartment,Old,Rented,Rio de Janeiro
1475000,44035,SW14 7DF,House without Backyard,Old,Empty,Natal
468000,44019,SE18 2QT,Penthouse Apartment,Old,Empty,Natal
405000,44006,DA16 2ST,Penthouse Apartment,Old,Empty,Suzano
410000,44048,SE13 6DL,Penthouse Apartment,Old,Empty,Natal
217500,44032,SE9 4SD,Apartment,Old,Rented,Natal
490000,44025,SE9 4TT,Penthouse Apartment,Old,Empty,Natal
530000,44005,SE6 1SS,House without Backyard,Old,Empty,Natal
299500,44011,CR2 0QY,Apartment,Old,Rented,Ipatinga
425000,44008,DA14 4NY,House without Backyard,Old,Empty,Ipatinga
2500000,43951,BR2 6EW,House With Backyard,Old,Empty,Santos
463000,44004,CR5 3JE,Penthouse Apartment,Old,Empty,Linhares
830000,44034,SE21 8NJ,Penthouse Apartment,Old,Empty,Natal
668000,44018,SE6 1SX,Penthouse Apartment,Old,Empty,Natal
540000,44004,BR2 7LG,Penthouse Apartment,Old,Empty,Belo Horizonte
642000,44018,SW2 4NR,Penthouse Apartment,Old,Empty,Natal
262000,43993,CR7 8LY,Apartment,Old,Rented,Palmas
635000,44001,DA14 4LL,House without Backyard,Old,Empty,Ipatinga
540000,44036,SW17 7UA,Penthouse Apartment,Old,Empty,Natal
440000,44029,BR1 4JU,House without Backyard,Old,Empty,Belo Horizonte
475000,44022,DA5 1PR,House without Backyard,Old,Empty,Santos
464000,44028,CR5 2PH,House without Backyard,Old,Empty,Linhares
375000,43980,CR0 9NB,Penthouse Apartment,Old,Empty,Fortaleza
1150000,44029,SE14 5LA,Penthouse Apartment,Old,Empty,Natal
2000000,44046,SW14 8SZ,House With Backyard,Old,Empty,Natal
815000,44026,SE4 2DD,Penthouse Apartment,Old,Empty,Natal
755000,44043,SW17 9EL,Penthouse Apartment,Old,Empty,Natal
372500,44013,SE18 1RS,Penthouse Apartment,Old,Empty,Natal
450000,44039,SE12 0PZ,Penthouse Apartment,Old,Empty,Natal
417120,44036,BR2 9SF,House without Backyard,Old,Empty,Belo Horizonte
600000,44048,BR6 0DY,House without Backyard,Old,Empty,Ipatinga
329950,43998,TW9 1YT,Apartment,Old,Rented,Osasco
366000,44034,SE20 8PL,Penthouse Apartment,Old,Empty,Natal
654000,44036,KT2 5EY,House without Backyard,Old,Empty,Rio de Janeiro
980000,44027,SE10 8XQ,House without Backyard,Old,Empty,Natal
425000,44034,CR2 8PP,House without Backyard,Old,Empty,Ipatinga
141750,44029,SW19 8GR,Apartment,Old,Rented,Natal
1260000,44035,BR2 0PY,House With Backyard,Old,Empty,Belo Horizonte
370000,44029,SW16 5HE,Apartment,Old,Rented,Natal
590000,44036,SW19 1HH,Penthouse Apartment,Old,Empty,Natal
417500,44029,SW19 2JA,Apartment,Old,Rented,Natal
225000,44006,SE25 4PJ,Apartment,Old,Rented,Natal
390000,44001,CR8 2DJ,Penthouse Apartment,Old,Empty,Ipatinga
210000,43840,CR0 4WL,Apartment,Old,Rented,Fortaleza
240000,44029,BR1 3BA,Apartment,Old,Rented,Belo Horizonte
1240000,44028,KT3 3EG,House With Backyard,Old,Empty,Barueri
347000,44032,SM4 5DP,Apartment,Old,Rented,Santos
345000,44043,BR6 0AT,Apartment,Old,Rented,Ipatinga
582500,44032,CR3 0DS,House With Backyard,Old,Empty,Araraquara
340000,44036,BR6 0AT,Apartment,Old,Rented,Ipatinga
422500,43993,SW20 9DS,Apartment,Old,Rented,Natal
975000,44043,KT2 5DL,House without Backyard,Old,Empty,Rio de Janeiro
795000,44018,SW20 8BT,Penthouse Apartment,Old,Empty,Natal
510000,44008,KT2 5SY,Apartment,Old,Rented,Rio de Janeiro
125000,43852,CR0 2DR,Apartment,Old,Rented,Fortaleza
485000,44011,TN16 3BG,House without Backyard,Old,Empty,Ipatinga
465000,44021,KT3 3QW,Apartment,Old,Rented,Barueri
240000,44006,DA5 3NA,Apartment,Old,Rented,Santos
360000,44025,SM2 6AF,Apartment,Old,Rented,Londrina
360000,44047,SM1 1QP,House With Backyard,Old,Empty,Londrina
410000,44036,DA16 1DJ,House without Backyard,Old,Empty,Suzano
365000,44040,DA14 4HA,Apartment,Old,Rented,Ipatinga
324000,44029,SE20 7BW,Apartment,Old,Rented,Natal
978000,44013,BR1 3FG,House With Backyard,Old,Empty,Belo Horizonte
280000,44036,DA14 4BA,Apartment,Old,Rented,Ipatinga
222000,44015,KT9 1EL,Apartment,Old,Rented,Belo Horizonte
300000,43980,DA15 7HU,Apartment,Old,Rented,Ipatinga
615000,44029,HA2 7EE,House without Backyard,Old,Empty,Rio de Janeiro
430000,44001,SW1V 2NG,Apartment,Old,Rented,Natal
212500,44001,NW4 2NY,Apartment,Old,Rented,Natal
680000,44029,N1 8LE,Penthouse Apartment,Old,Rented,Natal
875000,44042,NW1 0LG,Penthouse Apartment,Old,Empty,Natal
705000,44022,W9 2LJ,Apartment,Old,Rented,Natal
390000,44040,N1 9PX,Apartment,Old,Rented,Natal
650000,44000,NW6 1QX,Apartment,Old,Rented,Natal
280000,44019,NW6 5NT,Apartment,Old,Rented,Natal
1060000,43921,W11 2LP,Apartment,Old,Rented,Natal
1325000,44027,W2 4PD,Apartment,Old,Rented,Natal
580000,44008,SW10 0TL,Apartment,Old,Rented,Natal
250000,44011,RM5 3JJ,Apartment,Old,Rented,Canoas
500000,44013,N12 0PL,Penthouse Apartment,Old,Rented,Natal
710000,44022,E10 6QS,Penthouse Apartment,Old,Empty,Natal
750000,44036,NW6 3PJ,Apartment,Old,Rented,Natal
892500,44021,W1K 3PU,Apartment,Old,Rented,Natal
492000,44013,SW6 3LP,Apartment,Old,Rented,Natal
373000,44022,E6 3BQ,Penthouse Apartment,Old,Empty,Natal
855000,43896,N16 9DB,Apartment,Old,Rented,Natal
555000,44021,N20 9RN,Apartment,Old,Rented,Natal
325000,44007,W1H 2JQ,Apartment,Old,Rented,Natal
370000,44014,HA1 2HD,Apartment,Old,Rented,Rio de Janeiro
600000,44011,E10 6BP,House without Backyard,Old,Empty,Natal
525000,44018,E15 2BZ,House without Backyard,Old,Empty,Natal
1100000,44027,W9 1NF,Apartment,Old,Rented,Natal
3000000,44029,NW1 7TL,Apartment,Old,Rented,Natal
490000,44029,N7 8HY,Apartment,Old,Rented,Natal
242000,44021,NW10 4DY,Apartment,Old,Rented,Natal
390000,44043,IG8 9QP,Penthouse Apartment,Old,Empty,Santos
650000,44042,N5 1TZ,Apartment,Old,Rented,Natal
371500,44029,HA5 3NF,Apartment,Old,Rented,Ipatinga
755000,44015,BR4 0AY,House without Backyard,Old,Empty,Santos
135000,44039,CR7 6AP,Apartment,Old,Rented,Palmas
477000,44019,BR3 3QX,Penthouse Apartment,Old,Empty,Teresina
427500,44006,SE12 0UH,Penthouse Apartment,Old,Empty,Natal
535000,44029,BR3 1NU,Penthouse Apartment,Old,Empty,Teresina
1170000,44022,SW12 0EP,Penthouse Apartment,Old,Empty,Natal
320000,44036,CR4 3QP,Penthouse Apartment,Old,Empty,Rio de Janeiro
228000,44012,SM6 9AT,Apartment,Old,Rented,Ipatinga
1085000,44008,BR3 3NU,House without Backyard,Old,Empty,Teresina
493000,44041,SE9 1LN,Penthouse Apartment,Old,Empty,Natal
405000,44035,DA14 6JS,House without Backyard,Old,Empty,Ipatinga
542500,44022,TW1 3BH,Apartment,Old,Rented,Belo Horizonte
875000,44020,KT3 3EE,House without Backyard,Old,Empty,Barueri
365000,44028,CR2 8HG,House without Backyard,Old,Empty,Ipatinga
525000,43970,SE7 7PJ,Penthouse Apartment,Old,Empty,Natal
752000,44028,BR1 2AW,House With Backyard,Old,Empty,Belo Horizonte
1200000,44012,SW12 8RF,Penthouse Apartment,Old,Empty,Natal
430000,44007,SW9 9QA,Apartment,Old,Rented,Natal
500000,44036,BR6 0PZ,House without Backyard,Old,Empty,Ipatinga
461000,43997,SE26 6QJ,Apartment,Old,Rented,Natal
326250,43994,SE19 2SD,Penthouse Apartment,Old,Empty,Natal
210000,44025,DA8 1EU,Apartment,Old,Rented,Santos
1006000,44019,SW17 9BP,House without Backyard,Old,Empty,Natal
678000,44032,SW19 1AB,Penthouse Apartment,Old,Empty,Natal
1360000,44008,TW9 4HQ,House With Backyard,Old,Empty,Osasco
455000,44029,DA5 1AU,House without Backyard,Old,Empty,Santos
285000,44008,KT2 7PW,Apartment,Old,Rented,Rio de Janeiro
595000,44029,CR2 9LD,House without Backyard,Old,Empty,Ipatinga
265000,44001,KT9 2DG,Penthouse Apartment,Old,Empty,Belo Horizonte
405000,44048,SE17 3QR,Apartment,Old,Rented,Natal
388600,43879,SE18 2AW,House without Backyard,Old,Empty,Natal
280000,44013,CR0 7YH,Penthouse Apartment,Old,Empty,Fortaleza
271000,44027,TW12 3RF,Penthouse Apartment,Old,Empty,Ipatinga
265000,44008,SM6 0AE,Apartment,Old,Rented,Ipatinga
180000,44012,DA8 1PU,Apartment,Old,Rented,Santos
330000,44015,CR0 7UX,Penthouse Apartment,Old,Rented,Fortaleza
310000,44000,KT2 6RS,Apartment,Old,Rented,Rio de Janeiro
345000,44027,CR4 1GB,Apartment,Old,Rented,Rio de Janeiro
305000,44026,CR0 7UX,Apartment,Old,Rented,Fortaleza
195000,44018,DA1 4FF,Apartment,Old,Rented,Ipatinga
320000,44022,DA14 4FF,Apartment,Old,Rented,Ipatinga
415000,44008,SM5 1PG,Penthouse Apartment,Old,Empty,Ipatinga
1325000,43990,SW15 1PQ,Penthouse Apartment,Old,Empty,Natal
252500,44021,CR4 1GD,Apartment,Old,Rented,Rio de Janeiro
312000,43986,CR4 1FD,Apartment,Old,Rented,Rio de Janeiro
285000,44015,SM6 0PQ,Apartment,Old,Rented,Ipatinga
188500,43991,DA1 4FF,Apartment,Old,Rented,Ipatinga
577000,44019,SW16 6NY,Penthouse Apartment,Old,Empty,Natal
490000,43910,BR5 4JT,House without Backyard,Old,Empty,Ipatinga
345000,44015,CR4 1GF,Apartment,Old,Rented,Rio de Janeiro
285000,44036,SM1 1RN,Apartment,Old,Rented,Londrina
297500,43992,CR0 4FJ,Apartment,Old,Rented,Fortaleza
250000,43999,CR0 9LN,Apartment,Old,Rented,Fortaleza
1100000,44015,KT6 4BN,Apartment,Old,Rented,Rio de Janeiro
325000,43994,SM5 4AS,Apartment,Old,Rented,Ipatinga
525000,44029,BR2 9FZ,Penthouse Apartment,Old,Empty,Belo Horizonte
440000,44022,SW19 1FR,Apartment,Old,Rented,Natal
258000,44008,CR2 6NZ,Apartment,Old,Rented,Ipatinga
206500,43903,DA1 4FQ,Apartment,Old,Rented,Ipatinga
295000,44007,DA14 4EG,Apartment,Old,Rented,Ipatinga
355000,43994,DA16 2JL,House without Backyard,Old,Empty,Suzano
295000,44018,CR2 0AU,Apartment,Old,Rented,Ipatinga
250000,44018,CR5 2BS,Apartment,Old,Rented,Linhares
